"Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_24D","R2_24D","R3_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R5_72M","R6_72M"
"LP_004181","TAG 55:3",916.8310598,"-0.5543","0.0017","[M+NH4]+",NA,"C58H106O6","898.79894","Triacylglyceride","18:1/18:1/19:1 | 18:0/18:1/19:2 | 16:0/18:0/21:3 | 18:0/18:2/19:1 | 16:0/19:1/20:2 | 16:0/19:2/20:1 | 17:0/18:1/20:2 | 17:0/19:1/19:2 | 17:0/17:0/21:3 | 16:0/18:1/21:2 | 17:1/19:1/19:1 | 17:0/18:0/20:3 | 17:1/18:1/20:1 | 17:1/18:0/20:2 | 17:0/18:2/20:1 | 18:1/18:2/19:0 | 16:0/17:0/22:3 | 16:0/19:0/20:3 | 17:1/19:0/19:2 | 17:0/17:1/21:2 | 16:1/19:1/20:1 | 16:1/18:0/21:2 | 16:0/18:2/21:1",10434472,28682284,23221848,37085812,40213148,12702222,28974358,33475738,36425748,40767616,13524209,11812877,18013302,11826678,17422220,15198710,11571066,23806302,18897078,21024598,10534681,3206666,7921952,5062884,4722771,12626803,4655438,9920354,5705015,8956720
"LP_004225","TAG 55:4",914.8148602,"-0.7267","0.0192","[M+NH4]+",NA,"C58H104O6","896.78329","Triacylglyceride","16:0/17:0/22:4 | 16:0/18:1/21:3 | 17:0/18:1/20:3 | 17:0/17:1/21:3 | 17:1/18:0/20:3 | 15:0/18:0/22:4 | 16:0/17:1/22:3 | 16:0/19:1/20:3 | 15:0/18:1/22:3 | 18:1/18:1/19:2 | 17:0/19:2/19:2 | 15:0/19:1/21:3 | 16:1/17:0/22:3 | 18:0/18:2/19:2 | 18:1/18:2/19:1 | 17:1/18:1/20:2 | 17:0/18:2/20:2 | 15:0/20:2/20:2 | 16:1/18:0/21:3 | 17:1/19:1/19:2 | 16:0/19:2/20:2 | 16:0/18:2/21:2",12181945,18368756,17902624,18364532,17984614,14680392,19874412,21487584,17436844,19548212,11341613,4891856,6304832,4328255,6554225,12368703,4339620,8481722,7086497,7511864,3996740,1187229,2507945,1877118,1843646,5609539,1428337,2745650,1869545,3133809
"LP_004412","TAG 57:0",950.9102255,"-0.8029","-0.0084","[M+NH4]+",NA,"C60H116O6","932.877189","Triacylglyceride","16:0/17:0/24:0 | 16:0/16:0/25:0 | 15:0/18:0/24:0 | 17:0/17:0/23:0 | 15:0/17:0/25:0 | 16:0/18:0/23:0 | 15:0/16:0/26:0 | 17:0/18:0/22:0 | 17:0/20:0/20:0",969378,454526,443979,495962,2903821,708780,1841923,1768223,1279615,453855,1345944,606255,519080,1584018,553701,720561,409769,625881,475105,683120,558629,389065,543436,371654,715174,593850,303775,448266,394308,1578815
"LP_004423","TAG 57:1",948.8937915,"-2.2579","-0.0128","[M+NH4]+",NA,"C60H114O6","930.86154","Triacylglyceride","16:0/17:1/24:0 | 16:0/18:1/23:0 | 17:1/18:0/22:0 | 17:0/18:1/22:0 | 17:0/17:1/23:0 | 15:0/18:1/24:0 | 16:0/19:1/22:0 | 15:0/17:1/25:0 | 16:0/17:0/24:1 | 17:1/20:0/20:0 | 16:0/16:0/25:1 | 18:0/18:1/21:0 | 16:1/18:0/23:0 | 15:0/18:0/24:1 | 15:0/19:1/23:0 | 16:1/17:0/24:0 | 14:0/18:1/25:0 | 16:0/16:1/25:0 | 14:0/17:1/26:0 | 15:0/17:0/25:1 | 18:0/19:1/20:0 | 15:0/16:1/26:0 | 17:0/19:1/21:0",2150749,4148491,3084793,4666924,9470188,2415282,5080426,5975008,5634460,5052770,3050404,2463387,3711994,3869998,3986755,3291178,2331315,4711986,3269582,4914667,2448980,1084988,2300025,1569806,1285833,2770985,1566335,2722207,1918759,3828712
"LP_004434","TAG 57:2",946.8780328,"-1.2717","0.004","[M+NH4]+",NA,"C60H112O6","928.84589","Triacylglyceride","16:0/18:1/23:1 | 18:0/19:1/20:1 | 18:1/18:1/21:0 | 18:0/18:1/21:1 | 16:0/19:1/22:1 | 18:1/19:1/20:0 | 17:1/18:0/22:1 | 16:0/17:1/24:1 | 17:1/19:1/21:0 | 18:0/18:0/21:2 | 16:0/20:1/21:1 | 18:1/19:0/20:1 | 17:0/18:1/22:1 | 19:0/19:1/19:1 | 16:1/18:0/23:1 | 17:1/20:0/20:1 | 17:0/19:1/21:1 | 16:0/20:0/21:2 | 17:0/20:1/20:1 | 16:1/20:1/21:0 | 17:1/18:1/22:0 | 18:0/18:2/21:0 | 17:0/17:1/23:1 | 16:0/16:1/25:1 | 15:0/18:1/24:1 | 16:1/20:0/21:1 | 16:1/17:0/24:1 | 15:0/17:1/25:1 | 17:1/19:0/21:1 | 15:0/21:1/21:1 | 18:2/19:0/20:0 | 16:1/19:1/22:0 | 16:1/17:1/24:0 | 14:0/18:1/25:1 | 15:0/20:1/22:1 | 15:0/19:1/23:1 | 17:0/18:2/22:0 | 16:1/19:0/22:1 | 14:0/19:1/24:1 | 14:0/17:1/26:1 | 17:0/19:0/21:2 | 14:0/20:1/23:1",3159492,10937462,7208633,13248457,17303758,4037445,8704143,12135252,11842342,14931326,5153050,4570549,8462955,5642210,8270063,5372814,4937201,10828287,8371067,10721474,4502506,1253397,3529428,2536501,1761889,5212011,2382494,4827270,2999447,4716894
"LP_004445","TAG 57:3",944.8623881,"-1.2085","0.0045","[M+NH4]+",NA,"C60H110O6","926.83024","Triacylglyceride","18:0/18:0/21:3 | 18:1/18:1/21:1 | 18:0/19:1/20:2 | 18:0/18:1/21:2 | 19:1/19:1/19:1 | 17:1/18:1/22:1 | 18:1/19:0/20:2 | 18:0/18:2/21:1 | 16:0/18:0/23:3 | 17:0/17:0/23:3 | 17:0/18:0/22:3 | 17:0/20:1/20:2 | 18:1/19:1/20:1 | 18:0/19:0/20:3 | 17:0/18:1/22:2 | 17:1/18:0/22:2 | 17:1/20:1/20:1 | 17:0/19:0/21:3 | 16:0/19:0/22:3 | 17:0/18:2/22:1 | 17:1/19:0/21:2 | 17:1/19:1/21:1 | 16:0/20:2/21:1 | 18:2/19:0/20:1 | 17:1/20:0/20:2 | 16:1/19:0/22:2 | 16:1/18:0/23:2 | 16:0/18:1/23:2 | 16:0/20:1/21:2 | 16:0/17:0/24:3 | 16:0/19:1/22:2 | 18:2/19:1/20:0 | 16:0/20:0/21:3 | 19:0/19:1/19:2 | 16:0/19:2/22:1",4001209,12547126,8448224,15733138,18700714,4850155,9245843,12501959,14254401,16909146,5620775,4593807,7308486,5177075,8061330,6643740,4478690,9913347,8513273,8981066,4377048,1034746,2927809,1827034,1549596,5158781,1789291,3891929,2346649,3521642
"LP_004456","TAG 57:4",942.8464351,"-1.2482","0.0182","[M+NH4]+",NA,"C60H108O6","924.81459","Triacylglyceride","18:0/18:1/21:3 | 17:0/18:0/22:4 | 17:0/18:1/22:3 | 16:0/19:1/22:3 | 18:1/18:1/21:2 | 17:0/19:1/21:3 | 16:0/20:1/21:3 | 17:1/18:0/22:3 | 16:0/20:2/21:2 | 18:0/19:1/20:3 | 18:1/19:1/20:2 | 17:0/20:1/20:3 | 17:0/20:2/20:2 | 16:0/19:0/22:4 | 16:0/17:0/24:4 | 17:1/19:1/21:2 | 17:1/20:1/20:2 | 18:1/18:2/21:1 | 18:0/18:2/21:2 | 17:1/19:0/21:3 | 18:1/19:0/20:3 | 16:0/18:1/23:3 | 16:0/20:3/21:1",9976148,21794804,19195606,22238900,26207350,13711585,22011644,23182974,18815592,25089002,12473043,6203777,8574724,5798032,8795279,12378515,5909007,11348646,10774182,12154787,6132257,1334385,3306543,1997134,1929344,7414902,1858841,4169377,2533280,3496107
"LP_004467","TAG 57:5",940.8305218,"1.1955","0.0352","[M+NH4]+",NA,"C60H106O6","922.79894","Triacylglyceride","17:0/18:1/22:4 | 17:0/18:0/22:5 | 17:1/18:0/22:4 | 18:1/18:1/21:3 | 17:1/19:1/21:3 | 16:0/19:1/22:4 | 18:1/19:1/20:3 | 18:0/18:2/21:3 | 17:1/18:1/22:3 | 16:0/17:0/24:5 | 18:0/18:1/21:4 | 17:0/19:1/21:4 | 15:0/18:1/24:4 | 17:0/18:2/22:3 | 17:0/20:2/20:3 | 16:0/20:2/21:3",17130320,29815152,28456176,24642228,26925932,21816964,29887048,32833826,23523698,25350174,18457466,8029191,11400183,8193639,10776477,21761126,8034815,15178681,13145587,14282036,8370247,2068944,4437713,2547572,2877645,9788747,2559101,4996874,3216241,4865150
"LP_004489","TAG 59:1",976.9255607,"-1.2931","-0.01","[M+NH4]+",NA,"C62H118O6","958.89284","Triacylglyceride","17:0/18:1/24:0 | 16:0/18:1/25:0 | 16:0/17:1/26:0 | 17:0/17:1/25:0 | 16:0/19:1/24:0 | 17:1/18:0/24:0 | 15:0/18:1/26:0 | 16:1/18:0/25:0 | 16:1/17:0/26:0 | 15:0/19:1/25:0 | 18:0/18:1/23:0 | 17:0/19:1/23:0 | 16:0/17:0/26:1",1941358,4645838,3433931,5336776,8702944,2099105,5344256,6373192,5294958,6204010,3490209,2673919,5609484,3704449,5083289,3114993,2788931,7178507,3981937,5864513,2556301,1069447,3067092,1908107,1279891,3164263,1650972,3746422,2116351,3996907
"LP_004500","TAG 59:2",974.9090462,"-1.6891","-0.0106","[M+NH4]+",NA,"C62H116O6","956.877189","Triacylglyceride","16:0/18:1/25:1 | 17:1/18:1/24:0 | 16:0/17:1/26:1 | 17:1/17:1/25:0 | 17:1/18:0/24:1 | 16:0/18:2/25:0 | 18:1/18:1/23:0 | 16:1/18:1/25:0 | 16:0/19:1/24:1 | 16:1/18:0/25:1 | 17:0/18:1/24:1 | 17:0/17:1/25:1 | 15:0/19:1/25:1 | 15:0/18:1/26:1 | 16:1/19:1/24:0 | 17:0/18:2/24:0 | 15:0/17:1/27:1 | 18:0/18:2/23:0 | 18:1/19:1/22:0 | 16:1/17:1/26:0 | 16:0/16:1/27:1 | 18:0/18:1/23:1 | 17:1/19:1/23:0 | 16:1/17:0/26:1 | 17:0/19:1/23:1 | 15:0/18:2/26:0",2588151,8154810,5956845,9907091,12987283,3282619,6820468,8969404,8845458,11644728,4285349,3749874,7134457,4433790,7014974,4986672,3810818,9597542,5801495,8711341,3716110,976292,3348732,2054017,1218251,4456095,1957558,4418209,2676538,4075340
"LP_004511","TAG 59:3",972.8936938,"-1.0034","-0.001","[M+NH4]+",NA,"C62H114O6","954.86154","Triacylglyceride","18:1/18:1/23:1 | 17:1/18:1/24:1 | 18:0/18:2/23:1 | 16:1/18:1/25:1 | 17:1/17:1/25:1 | 18:1/18:2/23:0 | 17:1/18:2/24:0 | 16:0/17:1/26:2 | 18:0/18:0/23:3 | 17:0/18:2/24:1 | 16:0/18:2/25:1 | 18:1/19:1/22:1 | 16:0/18:1/25:2 | 17:1/19:1/23:1 | 18:0/20:0/21:3 | 16:1/17:1/26:1 | 17:1/18:0/24:2 | 16:1/19:1/24:1 | 16:0/19:2/24:1 | 16:1/20:2/23:0 | 16:0/20:3/23:0 | 16:0/20:2/23:1 | 17:0/17:1/25:2 | 17:0/20:0/22:3 | 17:0/18:0/24:3 | 18:0/18:1/23:2 | 17:1/20:1/22:1 | 18:1/19:2/22:0 | 18:0/19:1/22:2 | 18:0/19:0/22:3 | 18:0/19:2/22:1 | 16:0/21:2/22:1 | 16:0/20:0/23:3 | 16:0/21:3/22:0 | 19:0/19:0/21:3 | 16:1/17:0/26:2",1713586,5843241,4663997,6645379,8978478,2231649,4864291,6487679,6156036,8560274,3301353,2398252,4512645,2478899,4233183,3367017,2656421,5615650,4389412,5720661,2444387,491288,1580105,1008052,749205,3033866,812148,2260342,1285292,1951223
"LP_004522","TAG 59:4",970.8777507,"-1.4876","-0.0034","[M+NH4]+",NA,"C62H112O6","952.84589","Triacylglyceride","18:1/20:0/21:3 | 17:0/20:1/22:3 | 18:0/18:1/23:3 | 17:0/18:1/24:3 | 18:0/19:1/22:3 | 18:1/19:0/22:3 | 18:0/20:1/21:3 | 17:1/20:0/22:3 | 17:0/20:0/22:4 | 18:0/19:0/22:4 | 17:1/18:0/24:3 | 19:0/19:1/21:3 | 17:0/18:0/24:4 | 19:1/20:0/20:3 | 17:0/19:1/23:3 | 17:1/19:0/23:3 | 19:0/20:1/20:3 | 16:0/19:1/24:3 | 17:0/21:1/21:3 | 16:0/20:1/23:3 | 16:0/17:0/26:4 | 16:0/21:3/22:1 | 18:1/18:1/23:2",2167504,6227173,4795295,6663176,8170791,2896700,5153861,6314928,5887767,7129374,3847093,2040410,3630694,2132752,3336974,3986614,2057694,4730074,3690695,4255303,2144672,325181,1152310,612890,558852,2704696,516889,1579857,780327,1300776
"LP_004533","TAG 59:5",968.8623855,"-0.1141","0.0224","[M+NH4]+",NA,"C62H110O6","950.83024","Triacylglyceride","18:0/19:1/22:4 | 18:1/19:1/22:3 | 18:1/19:0/22:4 | 18:0/19:0/22:5 | 19:1/19:1/21:3 | 17:0/20:1/22:4 | 17:0/20:0/22:5 | 18:1/20:1/21:3 | 18:1/18:1/23:3 | 17:0/18:1/24:4 | 17:0/18:0/24:5 | 18:0/20:2/21:3 | 19:1/20:2/20:2 | 17:1/20:0/22:4 | 16:0/21:1/22:4 | 18:0/18:1/23:4 | 16:0/19:0/24:5 | 17:1/19:0/23:4 | 17:0/20:2/22:3 | 17:0/19:1/23:4 | 17:1/20:1/22:3 | 17:1/21:1/21:3 | 19:1/20:1/20:3 | 16:0/19:1/24:4 | 16:0/17:0/26:5 | 16:0/20:1/23:4 | 16:0/20:2/23:3",3523230,5924021,5493333,5915963,5722039,4228801,5986315,6899791,4356662,6217780,4732275,2084931,2997842,2082862,2673814,4719714,1936735,3611353,3381367,3512525,2232413,514704,1200899,733543,753806,2890939,705637,1557389,911419,1231652
"LP_004544","TAG 59:6",966.8462458,NA,NA,"[M+NH4]+",NA,"C62H108O6","948.81459","Triacylglyceride","18:0/19:1/22:5 | 18:1/19:1/22:4 | 17:0/21:3/21:3 | 18:1/19:0/22:5 | 17:0/18:1/24:5 | 17:0/20:1/22:5 | 16:0/19:1/24:5 | 18:0/20:3/21:3 | 17:0/18:0/24:6 | 17:1/18:0/24:5 | 17:1/20:1/22:4 | 19:0/20:3/20:3 | 17:1/20:0/22:5 | 19:1/19:1/21:4 | 18:1/20:1/21:4 | 17:0/20:2/22:4 | 16:0/21:1/22:5",6370789,11645891,11061092,11910562,15409854,7516893,11837104,12912591,11676776,12598254,6859845,3752483,5586727,4226595,5220701,8116752,3952425,7200982,6708405,7176487,3817995,832086,2085913,1086615,1272552,4489237,1147358,2538253,1476930,2159217
"LP_004566","TAG 61:2",1002.941116,"-0.9779","-0.024","[M+NH4]+",NA,"C64H120O6","984.90849","Triacylglyceride","18:1/18:1/25:0 | 17:1/18:1/26:0 | 18:1/19:1/24:0 | 17:1/19:1/25:0 | 17:1/18:0/26:1 | 16:0/19:1/26:1 | 17:0/18:1/26:1 | 16:0/18:1/27:1 | 18:0/18:2/25:0 | 17:0/17:1/27:1 | 18:0/18:1/25:1 | 16:1/19:1/26:0 | 17:1/20:1/24:0 | 16:1/18:0/27:1 | 17:0/18:2/26:0 | 16:0/20:2/25:0 | 17:0/20:2/24:0 | 16:0/17:1/28:1 | 17:0/19:1/25:1 | 16:0/20:1/25:1 | 17:0/19:2/25:0 | 16:0/19:2/26:0",1515557,5387491,3862700,6924330,8452019,1710573,4775125,6483099,5439611,7659457,2965596,2834041,5945185,3403947,6116279,3073507,3095132,8428870,4598315,6549673,2789053,756494,2832301,1760702,995305,3262057,1577841,3899080,2330523,3476992
"LP_004577","TAG 61:3",1000.925539,"-1.2199","-0.0086","[M+NH4]+",NA,"C64H118O6","982.89284","Triacylglyceride","18:1/18:1/25:1 | 17:1/18:1/26:1 | 18:1/18:2/25:0 | 17:1/19:1/25:1 | 17:1/17:1/27:1 | 18:1/19:1/24:1 | 17:0/18:2/26:1 | 18:2/19:1/24:0 | 18:0/18:2/25:1 | 16:1/19:1/26:1 | 16:0/18:2/27:1 | 16:0/20:3/25:0 | 17:0/20:3/24:0 | 17:0/18:1/26:2 | 16:1/18:1/27:1 | 19:1/19:1/23:1 | 16:0/20:2/25:1 | 17:0/20:2/24:1 | 16:0/19:2/26:1 | 17:1/19:2/25:0 | 17:1/20:2/24:0 | 16:0/19:1/26:2",1195050,4739983,3369692,5767715,6876231,1490458,3731899,4919012,4784173,6645409,2382400,2154104,4490867,2240609,3886029,2551968,2299151,5857297,3672255,5005364,2048913,408805,1632595,904862,599333,2663854,801906,2342982,1192967,1837055
"LP_004588","TAG 61:4",998.9097558,"0.0298","-0.0264","[M+NH4]+",NA,"C64H116O6","980.877189","Triacylglyceride","16:0/21:3/24:1 | 18:1/18:2/25:1 | 16:0/20:3/25:1 | 17:0/18:2/26:2 | 18:1/21:3/22:0 | 18:2/19:1/24:1 | 18:1/18:1/25:2 | 16:0/22:3/23:1 | 17:0/20:3/24:1 | 17:1/18:1/26:2 | 18:0/18:2/25:2 | 17:0/22:1/22:3 | 18:1/20:0/23:3 | 18:0/21:3/22:1 | 18:0/20:3/23:1 | 17:0/21:3/23:1 | 18:1/19:2/24:1",697342,2431621,1976094,3019944,3761430,1094262,2122616,2706091,2518392,3394596,1630820,1197153,2181802,1162598,1928136,1687073,1203563,2653172,2067012,2467655,1196792,178108,768979,350964,288390,1514920,322813,1055305,479839,807052
"LP_004599","TAG 61:5",996.893473,"-0.8456","-0.0001","[M+NH4]+",NA,"C64H114O6","978.86154","Triacylglyceride","18:1/18:1/25:3 | 19:1/20:1/22:3 | 17:0/18:1/26:4",665519,1859417,1412568,2007524,2210086,813936,1617708,1814789,1520932,2109020,1479316,825796,1287586,736819,1101404,1419171,791476,1713658,1373105,1535371,774533,140119,410281,241109,215237,1020351,188337,632826,320632,436928
"LP_004610","TAG 61:6",994.8783067,"-1.6176","0.015","[M+NH4]+",NA,"C64H112O6","976.84589","Triacylglyceride","16:0/22:5/23:1 | 18:0/21:3/22:3 | 18:0/21:1/22:5 | 18:1/21:1/22:4 | 17:0/18:1/26:5 | 17:0/22:3/22:3 | 17:0/20:1/24:5",1341960,2476470,2321559,2842365,2493101,1703770,2343210,2642306,2446819,2655868,2341839,1298236,1712407,1314639,1619855,1877387,1287859,1848424,2023828,1733151,1190059,244828,799895,420821,403741,1443367,384169,1038045,481979,740737
"LP_004632","TAG 62:1",1018.9722,"-1.1087","-0.0059","[M+NH4]+",NA,"C65H124O6","1000.93979","Triacylglyceride","18:0/18:1/26:0 | 16:0/20:1/26:0 | 16:0/18:1/28:0 | 18:0/20:1/24:0 | 18:1/20:0/24:0",2491370,8342567,6759628,10040867,17532580,2729748,10292904,13247490,10886821,11279585,6003169,6581666,13511027,10720457,14926818,5601071,6662917,19327934,10459178,18320080,7253314,3259046,9910450,7149049,4061724,7020908,5651043,11557576,9333715,15087272
"LP_004643","TAG 62:2",1016.955391,"-1.6933","-0.0218","[M+NH4]+",NA,"C65H122O6","998.92414","Triacylglyceride","18:1/18:1/26:0 | 18:0/18:1/26:1 | 18:0/18:2/26:0 | 18:1/20:1/24:0 | 16:0/20:1/26:1 | 16:0/18:1/28:1 | 18:0/20:1/24:1 | 16:0/20:2/26:0 | 18:0/20:2/24:0 | 16:1/20:1/26:0 | 18:1/20:0/24:1",4028738,16955268,13439707,19407888,25473938,5069325,17076842,20547684,18690788,23742356,8403756,9566125,20272240,13056459,19885890,9824008,10735170,25350424,14591316,22955260,10091862,3229474,10716865,7742089,4266140,10593438,6464218,14188182,9262557,13130426
"LP_004654","TAG 62:3",1014.940281,"-0.2806","-0.0171","[M+NH4]+",NA,"C65H120O6","996.90849","Triacylglyceride","18:1/18:1/26:1 | 18:0/18:2/26:1 | 18:1/18:2/26:0 | 18:0/18:1/26:2 | 18:0/20:3/24:0 | 18:1/20:1/24:1 | 18:1/20:2/24:0 | 16:0/20:2/26:1 | 18:0/20:2/24:1 | 18:2/20:1/24:0 | 16:0/18:1/28:2 | 18:1/22:1/22:1 | 16:0/20:3/26:0 | 16:0/20:1/26:2 | 20:1/20:1/22:1 | 18:2/20:0/24:1 | 16:1/20:1/26:1 | 18:0/20:1/24:2 | 18:0/18:0/26:3",4214699,15320080,12376081,19011148,21007824,5076987,14174786,19683364,18423236,23588236,8245660,9074456,16289350,10445676,16802286,8460822,9573958,21154604,13258449,17766796,8303885,2235742,7628771,5007288,3260847,9515476,3775003,10311739,5621593,7615811
"LP_004665","TAG 62:4",1012.924665,"-0.3513","-0.0225","[M+NH4]+",NA,"C65H118O6","994.89284","Triacylglyceride","18:1/18:2/26:1 | 18:1/18:1/26:2 | 18:0/18:2/26:2 | 18:0/20:3/24:1 | 18:1/20:3/24:0 | 16:0/20:3/26:1 | 18:0/18:0/26:4 | 16:0/22:3/24:1 | 16:0/22:4/24:0 | 18:0/18:1/26:3 | 18:1/22:0/22:3 | 18:1/20:2/24:1 | 18:0/22:0/22:4 | 18:2/18:2/26:0 | 18:2/20:2/24:0 | 18:2/20:1/24:1 | 16:1/20:2/26:1 | 20:2/20:2/22:0 | 16:1/22:3/24:0",2348992,7415923,7883573,10157544,11823734,2557824,9136242,10213753,10734782,11916472,5446886,5273410,8854968,6171434,8740068,5739517,5510774,12450498,7484952,9057822,5050330,1022501,4277008,2273863,1701232,5560973,1757035,5106212,2731481,4175605
"LP_004676","TAG 62:5",1010.90794,"-0.117","0.0164","[M+NH4]+",NA,"C65H116O6","992.877189","Triacylglyceride","16:0/22:4/24:1 | 18:1/20:3/24:1 | 16:0/22:5/24:0 | 18:1/22:0/22:4 | 18:0/22:1/22:4 | 18:0/18:1/26:4 | 18:0/18:0/26:5 | 18:0/22:0/22:5 | 18:1/22:1/22:3 | 18:1/18:2/26:2 | 18:1/18:1/26:3 | 16:0/20:3/26:2 | 18:2/22:0/22:3 | 18:2/18:2/26:1 | 16:0/18:0/28:5 | 16:0/22:3/24:2 | 16:0/20:4/26:1 | 18:0/20:2/24:3",2619668,8107918,6296072,7274702,8674779,4460601,6266126,7746299,5362879,6620217,3337999,2998349,4997176,3301574,5262904,4498099,3031570,7279508,3694331,4509508,3000475,735085,2562074,1331449,1258047,2780287,911802,2877536,1520300,2156035
"LP_004687","TAG 62:6",1008.892931,"-1.3802","-0.0068","[M+NH4]+",NA,"C65H114O6","990.86154","Triacylglyceride","18:0/18:1/26:5 | 16:0/22:5/24:1 | 18:1/22:1/22:4 | 18:0/18:0/26:6 | 18:1/22:0/22:5 | 18:0/22:1/22:5 | 18:0/22:3/22:3 | 18:1/18:1/26:4 | 16:0/22:4/24:2 | 20:1/20:1/22:4 | 16:0/18:1/28:5 | 16:0/20:1/26:5 | 18:1/20:4/24:1 | 18:1/20:1/24:4 | 16:0/22:1/24:5 | 16:0/18:0/28:6 | 20:0/20:3/22:3 | 16:1/22:5/24:0 | 16:1/22:4/24:1 | 16:0/22:0/24:6 | 18:1/20:3/24:2 | 18:1/20:0/24:5 | 18:0/20:3/24:3 | 16:1/22:0/24:5 | 16:0/20:0/26:6 | 16:0/22:3/24:3",7480153,19751656,14425270,17581194,21978076,8477642,16428321,17790688,16328024,18896126,10200810,6446408,11689992,8873054,12360650,11225504,6538187,13671820,11618402,12152668,6989602,1470904,5126477,2622584,2733734,7357142,2223185,5785121,3180600,5422205
"LP_009288","PC 34:0",762.5985809,"-1.7966","-0.0169","[M+H]+","PC(17:0/17:0)|1,2-Diheptadecanoyl-sn-glycero-3-phosphocholine|1,2-Heptadecanoyl-3-sn-phosphatidylcholine|L-alpha-Diheptadecanoylphosphatidylcholine|PC 34:0","C42H84NO8P","761.593456","Phosphatidylcholine","16:0/18:0 | 17:0/17:0",71164696,203745392,156817488,248763279,333372992,72365256,197349456,248747247,191913328,259803839,112863664,187935104,308547775,240666864,321422785,105332800,170693648,335991487,228276959,319910273,135738944,222561520,293374655,287578048,179309296,120281760,267857648,306366015,280780096,363816832
"LP_009299","GlcCer(d18:1/18:0)",728.6007422,"-2.5086","-0.0087","[M+H]+","D-glucosyl-beta-1,1prime-N-stearoyl-D-erythro-sphingosine|C18 Glucosyl(beta) Ceramide (d18:1/18:0)|N-(Octadecanoyl)-1-beta-glucosyl-sphing-4-enine","C42H81NO8","727.59622","GlucoCeramide",NA,241598,256336,297835,323600,466322,255570,344591,424010,328074,291930,221416,195048,181617,337999,167602,274087,230700,257495,244405,373232,337906,141606,201423.7,163959.4,159351,285428,153620.3,184223.3,190088,294791
"LP_009310","PC 32:0",734.5675696,"-3.1302","-0.0086","[M+H]+","PC(16:0/16:0)|Dipalmitoyl phosphatidylcholine|Dipalmitoyl-phosphatidylcholine|1,2-Dipalmitoyl-sn-glycero-3-phosphocholine|1,2-Dipalmitoyl-3-sn-phosphatidylcholine|1,2-Dipalmitoyl-L-lecithin|DPPC|1,2-Dihexadecanoyl-sn-glycero-3-phosphocholine|PC 32:0","C40H80NO8P","733.562156","Phosphatidylcholine","16:0/16:0 | 14:0/18:0",110511720,299361408,239813840,385110015,500080129,116117760,282968896,365282817,342586367,426835456,158183888,270571584,397999423,350016448,397669567,130278632,238850208,437078848,294842689,430304191,167387024,272043904,370281664,364688064,244999729,149495648,322108607,388723520,369236545,456801216
"LP_009365","LysoPC 16:0",496.3387314,"-1.0389","-0.0185","[M+H]+","PC(16:0/0:0)|LPC(16:0/0:0)|16:0 Lyso-PC|1-Palmitoyl-phosphatidylcholine|1-Hexadecanoyl-sn-glycero-3-phosphocholine","C24H50NO7P","495.33249","Lyso Phosphatidylcholine",NA,6101810,24678692,17668468,25043928,36758460,6326872,17440584,26278930,16158902,31650472,9441930,22207108,43500180,27401222,65200008,8045947,20252964,42471268,31946808,56017056,12105620,40451040,63499948,97784336,44598572,10663136,69297848,58810792,76468400,83396712
"LP_009376","LysoPE 16:0",454.2920805,"-0.7384","-0.0118","[M+H]+","PE(16:0/0:0)|LPE(16:0/0:0)|1-Palmitoyl-phosphatidylethenolamine|Hexadecanoic acid, 3-[[(2-aminoethoxy)hydroxyphosphinyl]oxy]-2-hydroxypropylester, (R)-|1-Palmitoyl-sn-glycerol-3-L-alpha-phosphorylethanolamine|1-Palmitoyl-sn-glycerophosphatidylethanolamine|1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine","C21H44NO7P","453.28554","Lyso Phosphatidylethanolamine",NA,79947,181328,150977,153900,184256,68381,194690,216812,142548,149135,125810,169542,288527,296929,297697,77958,184922,247576,276345,268325,170469,297175,345001,459472,223819,123944,420678,314106,337528,350015
"LP_009398","LysoPC 18:0",524.3701349,"-1.5639","0.0013","[M+H]+","PC(18:0/0:0)|LPC(18:0/0:0)|1-O-Stearoyl-sn-glycero-3-phosphocholine|1-Octadecanoyl-sn-glycerol-3-phosphorylcholine|1-Octadecanoyllysolecithin|1-Stearoyl-sn-glycero-3-phosphocholine|1-Stearoyl-sn-glycero-3-phosphorylcholine|1-Stearoyl-sn-glycerol-3-phosphorylcholine|1-Octadecanoyl-sn-glycero-3-phosphocholine","C26H54NO7P","523.36379","Lyso Phosphatidylcholine",NA,17350736,80200808,48146496,84594208,116043872,18471246,51196900,91974008,54171768,105044704,29074804,79706480,161243248,100955192,225516128,24935678,74384864,163921984,122123280,204744239,45913540,142284720,220283376,301540288,130766608,36884456,238733840,198211360,251101489,278393983
